questions,law_title,document
"Ai là cơ quan nhận bản án, quyết định ly hôn đã có hiệu lực pháp luật?",Luật Hôn Nhân Và Gia Đình,50af1cfa
Quy định về quyền và nghĩa vụ của cha mẹ sau khi ly hôn là gì?,Luật Hôn Nhân Và Gia Đình,63ecff26
Ai có trách nhiệm trông nom và nuôi dưỡng con cái sau ly hôn?,Luật Hôn Nhân Và Gia Đình,63ecff26
Các điều nào trong Luật Hôn Nhân Và Gia Đình liên quan đến nuôi dưỡng con sau ly hôn?,Luật Hôn Nhân Và Gia Đình,63ecff26
Cha mẹ có quyền gì đối với con cái sau khi ly hôn?,Luật Hôn Nhân Và Gia Đình,63ecff26
Luật nào quy định về giáo dục con cái sau khi cha mẹ ly hôn?,Luật Hôn Nhân Và Gia Đình,63ecff26
Nguyên tắc nào điều chỉnh việc giải quyết tài sản khi vợ chồng ly hôn?,Luật Hôn Nhân Và Gia Đình,7330590b
Tài sản chung của vợ chồng được chia như thế nào?,Luật Hôn Nhân Và Gia Đình,7330590b
Có yếu tố nào được xem xét khi chia tài sản chung?,Luật Hôn Nhân Và Gia Đình,7330590b
"Tài sản riêng của vợ, chồng được xử lý ra sao khi ly hôn?",Luật Hôn Nhân Và Gia Đình,7330590b
Ai bảo vệ quyền lợi của con chưa thành niên trong trường hợp ly hôn?,Luật Hôn Nhân Và Gia Đình,7330590b
Quyền tài sản của vợ chồng đối với người thứ ba sau ly hôn có hiệu lực đến bao lâu?,Luật Hôn Nhân Và Gia Đình,c1d63340
"Nếu có tranh chấp về quyền tài sản, luật nào sẽ được áp dụng để giải quyết?",Luật Hôn Nhân Và Gia Đình,c1d63340
"Có cách nào để thay đổi quyền, nghĩa vụ tài sản đối với người thứ ba không?",Luật Hôn Nhân Và Gia Đình,c1d63340
Cần thỏa thuận gì giữa vợ chồng và người thứ ba để quyền tài sản không còn hiệu lực?,Luật Hôn Nhân Và Gia Đình,c1d63340
"Trong trường hợp ly hôn, quyền và nghĩa vụ tài sản của tôi sẽ được xử lý như thế nào?",Luật Hôn Nhân Và Gia Đình,c1d63340
"Trong trường hợp vợ chồng sống chung với gia đình và ly hôn, tài sản sẽ được chia như thế nào?",Luật Hôn Nhân Và Gia Đình,2067f1b4
"Nếu tài sản của vợ chồng không xác định được trong khối tài sản chung, ai sẽ quyết định cách thức chia tài sản?",Luật Hôn Nhân Và Gia Đình,2067f1b4
"Khi tài sản chung có thể xác định được, quy định nào áp dụng để chia tài sản vợ chồng?",Luật Hôn Nhân Và Gia Đình,2067f1b4
Vợ chồng cần làm gì nếu không thể thỏa thuận được việc chia tài sản?,Luật Hôn Nhân Và Gia Đình,2067f1b4
Công sức đóng góp của vợ chồng có ảnh hưởng ra sao đến việc chia tài sản khi ly hôn?,Luật Hôn Nhân Và Gia Đình,2067f1b4
Quyền sử dụng đất của vợ chồng sẽ được chia như thế nào khi ly hôn?,Luật Hôn Nhân Và Gia Đình,f5a05e35
"Nếu quyền sử dụng đất thuộc về một bên, bên đó có quyền gì khi ly hôn?",Luật Hôn Nhân Và Gia Đình,f5a05e35
Cách giải quyết quyền sử dụng đất nông nghiệp trồng cây hàng năm khi ly hôn là gì?,Luật Hôn Nhân Và Gia Đình,f5a05e35
"Khi vợ chồng sống chung với gia đình, quyền lợi của bên không có đất sẽ được xử lý ra sao?",Luật Hôn Nhân Và Gia Đình,f5a05e35
Phân chia đất ở khi ly hôn được quy định như thế nào theo luật?,Luật Hôn Nhân Và Gia Đình,f5a05e35
Vợ hoặc chồng có quyền gì liên quan đến nhà ở khi ly hôn?,Luật Hôn Nhân Và Gia Đình,ff7b8b7b
Nếu nhà ở đã sử dụng chung thì tài sản thuộc ai sau khi ly hôn?,Luật Hôn Nhân Và Gia Đình,ff7b8b7b
Thời gian được quyền lưu cư của vợ hoặc chồng là bao lâu sau khi ly hôn?,Luật Hôn Nhân Và Gia Đình,ff7b8b7b
Trong trường hợp nào vợ hoặc chồng không được quyền lưu cư?,Luật Hôn Nhân Và Gia Đình,ff7b8b7b
"Nếu có thỏa thuận giữa hai bên, quyền lưu cư có thể thay đổi không?",Luật Hôn Nhân Và Gia Đình,ff7b8b7b
Thế nào là tài sản chung của vợ chồng trong kinh doanh?,Luật Hôn Nhân Và Gia Đình,b0df0f34
Vợ chồng có quyền gì khi một bên tham gia kinh doanh tài sản chung?,Luật Hôn Nhân Và Gia Đình,b0df0f34
Khi nào vợ hoặc chồng phải thanh toán cho bên kia giá trị tài sản?,Luật Hôn Nhân Và Gia Đình,b0df0f34
Có trường hợp nào ngoại lệ cho việc chia tài sản chung trong kinh doanh không?,Luật Hôn Nhân Và Gia Đình,b0df0f34
Thủ tục nào cần thực hiện khi chấm dứt hôn nhân do một bên chết hoặc bị tuyên bố đã chết?,Luật Hôn Nhân Và Gia Đình,b0df0f34
Hôn nhân chấm dứt khi nào?,Luật Hôn Nhân Và Gia Đình,4857898e
Thời điểm nào xác định hôn nhân chấm dứt?,Luật Hôn Nhân Và Gia Đình,4857898e
"Nếu vợ hoặc chồng chết, hôn nhân chấm dứt ra sao?",Luật Hôn Nhân Và Gia Đình,4857898e
Tòa án có vai trò gì trong việc chấm dứt hôn nhân?,Luật Hôn Nhân Và Gia Đình,4857898e
Ngày chết của vợ hoặc chồng được xác định như thế nào trong quyết định của Tòa án?,Luật Hôn Nhân Và Gia Đình,4857898e
Quy định về quản lý tài sản chung của vợ chồng khi một trong hai bên chết là gì?,Luật Hôn Nhân Và Gia Đình,145c53b2
"Nếu một bên vợ hoặc chồng chết, tài sản chung sẽ được chia như thế nào?",Luật Hôn Nhân Và Gia Đình,145c53b2
"Trong trường hợp cần chia di sản, ai có quyền yêu cầu hạn chế phân chia di sản?",Luật Hôn Nhân Và Gia Đình,145c53b2
"Đối với tài sản chung trong kinh doanh, có quy định gì khác không?",Luật Hôn Nhân Và Gia Đình,145c53b2
Tài sản của người đã chết sẽ được chia theo cách nào theo pháp luật thừa kế?,Luật Hôn Nhân Và Gia Đình,145c53b2
Luật nào quy định về quyền và nghĩa vụ của cha mẹ và con?,Luật Hôn Nhân Và Gia Đình,1ab08ea9
Con sinh ra không phụ thuộc tình trạng hôn nhân của cha mẹ có quyền gì?,Luật Hôn Nhân Và Gia Đình,1ab08ea9
Quyền và nghĩa vụ giữa con nuôi và cha nuôi được quy định như thế nào?,Luật Hôn Nhân Và Gia Đình,1ab08ea9
Có những điều kiện nào mà thỏa thuận của cha mẹ không được ảnh hưởng đến quyền của con?,Luật Hôn Nhân Và Gia Đình,1ab08ea9
Các quyền và nghĩa vụ cha mẹ và con có được bảo vệ không?,Luật Hôn Nhân Và Gia Đình,1ab08ea9
Cha mẹ có nghĩa vụ như thế nào đối với con cái?,Luật Hôn Nhân Và Gia Đình,0fdcbc2e
Quyền của cha mẹ đối với con chưa thành niên là gì?,Luật Hôn Nhân Và Gia Đình,0fdcbc2e
Cha mẹ có trách nhiệm gì trong việc nuôi dưỡng và giáo dục con cái?,Luật Hôn Nhân Và Gia Đình,0fdcbc2e
Có những điều cấm kỵ nào mà cha mẹ phải tuân thủ khi đối xử với con?,Luật Hôn Nhân Và Gia Đình,0fdcbc2e
Cha mẹ có thể làm gì nếu con cái mất năng lực hành vi dân sự?,Luật Hôn Nhân Và Gia Đình,0fdcbc2e
Con có quyền gì đối với cha mẹ theo quy định của Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,646f4add
Nghĩa vụ của con đối với cha mẹ là gì trong luật pháp Việt Nam?,Luật Hôn Nhân Và Gia Đình,646f4add
Con chưa thành niên có quyền sống chung với cha mẹ không?,Luật Hôn Nhân Và Gia Đình,646f4add
Con đã thành niên có quyền tự do chọn nghề nghiệp hay nơi cư trú không?,Luật Hôn Nhân Và Gia Đình,646f4add
Con có quyền về tài sản ra sao nếu đóng góp công sức vào tài sản của gia đình?,Luật Hôn Nhân Và Gia Đình,646f4add
Ai có nghĩa vụ chăm sóc con theo Luật Hôn Nhân Và Gia Đình?,Luật Hôn Nhân Và Gia Đình,3df2d127
Con có nghĩa vụ gì đối với cha mẹ theo quy định của luật?,Luật Hôn Nhân Và Gia Đình,3df2d127
Trường hợp nào thì con phải chăm sóc cha mẹ?,Luật Hôn Nhân Và Gia Đình,3df2d127
Cha mẹ có quyền gì trong việc nuôi dưỡng con chưa thành niên?,Luật Hôn Nhân Và Gia Đình,3df2d127
"Nếu cha mẹ không có khả năng lao động, ai sẽ chăm sóc họ?",Luật Hôn Nhân Và Gia Đình,3df2d127
Ai là người có nghĩa vụ và quyền giáo dục con theo Luật Hôn Nhân Và Gia Đình?,Luật Hôn Nhân Và Gia Đình,39207ac4
Cha mẹ cần làm gì để tạo điều kiện cho con học tập tốt hơn?,Luật Hôn Nhân Và Gia Đình,39207ac4
Luật quy định như thế nào về việc cha mẹ hướng dẫn con chọn nghề?,Luật Hôn Nhân Và Gia Đình,39207ac4
Cha mẹ có thể làm gì nếu gặp khó khăn trong việc giáo dục con?,Luật Hôn Nhân Và Gia Đình,39207ac4
Luật có đề cập đến việc phối hợp giữa cha mẹ và trường học trong giáo dục con không?,Luật Hôn Nhân Và Gia Đình,39207ac4
Ai là người đại diện pháp luật cho con chưa thành niên theo Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,dc292a9c
Cha mẹ có quyền thực hiện giao dịch gì để đáp ứng nhu cầu của con chưa thành niên?,Luật Hôn Nhân Và Gia Đình,dc292a9c
Có cần sự thỏa thuận của cha mẹ cho giao dịch tài sản nào không?,Luật Hôn Nhân Và Gia Đình,dc292a9c
Cha mẹ có trách nhiệm gì khi thực hiện giao dịch liên quan đến tài sản của con?,Luật Hôn Nhân Và Gia Đình,dc292a9c
"Trong trường hợp con đã thành niên nhưng mất năng lực hành vi dân sự, ai sẽ đại diện cho con?",Luật Hôn Nhân Và Gia Đình,dc292a9c
Ai phải bồi thường thiệt hại do con gây ra?,Luật Hôn Nhân Và Gia Đình,227bb762
Con nào phải bồi thường thiệt hại?,Luật Hôn Nhân Và Gia Đình,227bb762
Theo quy định nào về bồi thường thiệt hại?,Luật Hôn Nhân Và Gia Đình,227bb762
Có cần bồi thường khi con đã thành niên không?,Luật Hôn Nhân Và Gia Đình,227bb762
Bồi thường thiệt hại này thuộc loại nào trong pháp luật?,Luật Hôn Nhân Và Gia Đình,227bb762
Con có quyền có tài sản riêng không?,Luật Hôn Nhân Và Gia Đình,32af0af6
Tài sản riêng của con bao gồm những gì?,Luật Hôn Nhân Và Gia Đình,32af0af6
Con từ bao nhiêu tuổi có nghĩa vụ chăm lo cho gia đình?,Luật Hôn Nhân Và Gia Đình,32af0af6
Con đã thành niên có nghĩa vụ gì đối với gia đình?,Luật Hôn Nhân Và Gia Đình,32af0af6
Tài sản hình thành từ tài sản riêng của con có được xem là tài sản riêng không?,Luật Hôn Nhân Và Gia Đình,32af0af6
Con bao nhiêu tuổi thì có thể tự quản lý tài sản riêng?,Luật Hôn Nhân Và Gia Đình,654575f0
Ai sẽ quản lý tài sản riêng của con chưa đủ 15 tuổi?,Luật Hôn Nhân Và Gia Đình,654575f0
Tài sản của con sẽ được quản lý như thế nào nếu con mất năng lực hành vi dân sự?,Luật Hôn Nhân Và Gia Đình,654575f0
Khi nào tài sản riêng của con sẽ được giao lại cho con?,Luật Hôn Nhân Và Gia Đình,654575f0
Cha mẹ có thể quản lý tài sản riêng của con trong những trường hợp nào?,Luật Hôn Nhân Và Gia Đình,654575f0
Cha mẹ có quyền định đoạt tài sản riêng của con dưới 15 tuổi không?,Luật Hôn Nhân Và Gia Đình,5009f38e
Khi nào thì con từ đủ 09 tuổi có thể bày tỏ nguyện vọng về tài sản của mình?,Luật Hôn Nhân Và Gia Đình,5009f38e
Con từ đủ 15 tuổi có quyền định đoạt tài sản nào mà không cần sự đồng ý của cha mẹ?,Luật Hôn Nhân Và Gia Đình,5009f38e
Tài sản nào của con đã thành niên mất năng lực hành vi dân sự được người giám hộ định đoạt?,Luật Hôn Nhân Và Gia Đình,5009f38e
Cần có giấy tờ gì khi con từ 15 đến dưới 18 tuổi muốn định đoạt bất động sản?,Luật Hôn Nhân Và Gia Đình,5009f38e
"Cha nuôi, mẹ nuôi và con nuôi có quyền và nghĩa vụ như thế nào theo luật?",Luật Hôn Nhân Và Gia Đình,094280f6
"Khi nào quyền nghĩa vụ của cha nuôi, mẹ nuôi chấm dứt?",Luật Hôn Nhân Và Gia Đình,094280f6
Quyền và nghĩa vụ của cha mẹ đẻ và con nuôi được quy định ra sao?,Luật Hôn Nhân Và Gia Đình,094280f6
"Điều gì sẽ xảy ra với quyền và nghĩa vụ giữa cha đẻ, mẹ đẻ và con khi đã có mối liên hệ nuôi con nuôi?",Luật Hôn Nhân Và Gia Đình,094280f6
Tòa án có vai trò gì trong việc chấm dứt nuôi con nuôi và chỉ định người giám hộ không?,Luật Hôn Nhân Và Gia Đình,094280f6
"Cha dượng, mẹ kế có những quyền và nghĩa vụ gì đối với con riêng của vợ hoặc chồng?",Luật Hôn Nhân Và Gia Đình,f523c4e4
"Con riêng có quyền và nghĩa vụ gì đối với cha dượng, mẹ kế của mình?",Luật Hôn Nhân Và Gia Đình,f523c4e4
"Các điều nào trong Luật Hôn Nhân và Gia Đình quy định về quyền và nghĩa vụ của cha dượng, mẹ kế?",Luật Hôn Nhân Và Gia Đình,f523c4e4
"Có cần sự đồng ý của con riêng khi cha dượng, mẹ kế nuôi dưỡng và giáo dục không?",Luật Hôn Nhân Và Gia Đình,f523c4e4
Những điều khoản nào liên quan đến nghĩa vụ chăm sóc và phụng dưỡng trong hồ sơ luật này?,Luật Hôn Nhân Và Gia Đình,f523c4e4
Con dâu và con rể có những quyền lợi gì khi sống chung với gia đình chồng hoặc vợ?,Luật Hôn Nhân Và Gia Đình,9320cbd1
Nghĩa vụ của con dâu và con rể đối với cha mẹ chồng và cha mẹ vợ là gì?,Luật Hôn Nhân Và Gia Đình,9320cbd1
"Luật nào quy định về quyền và nghĩa vụ của con dâu, con rể trong gia đình?",Luật Hôn Nhân Và Gia Đình,9320cbd1
"Có quy định cụ thể nào về việc chăm sóc giữa con dâu, con rể và cha mẹ vợ, cha mẹ chồng không?",Luật Hôn Nhân Và Gia Đình,9320cbd1
Các điều luật nào liên quan đến quyền và nghĩa vụ của con dâu và con rể trong Luật Hôn Nhân Và Gia Đình?,Luật Hôn Nhân Và Gia Đình,9320cbd1
Cha mẹ có quyền và nghĩa vụ gì đối với con cái sau khi ly hôn?,Luật Hôn Nhân Và Gia Đình,c26c6dae
Nếu cha mẹ không thống nhất được việc nuôi con thì ai sẽ quyết định?,Luật Hôn Nhân Và Gia Đình,c26c6dae
Có điều kiện nào cho việc mẹ trực tiếp nuôi con dưới 36 tháng tuổi không?,Luật Hôn Nhân Và Gia Đình,c26c6dae
Nguyện vọng của con sẽ được xem xét trong trường hợp nào?,Luật Hôn Nhân Và Gia Đình,c26c6dae
Vợ chồng cần thỏa thuận những vấn đề gì liên quan đến chăm sóc con sau ly hôn?,Luật Hôn Nhân Và Gia Đình,c26c6dae
"Cha, mẹ không trực tiếp nuôi con sau ly hôn có nghĩa vụ gì đối với quyền của con?",Luật Hôn Nhân Và Gia Đình,244ec245
Người không trực tiếp nuôi con có nghĩa vụ gì trong việc cấp dưỡng cho con?,Luật Hôn Nhân Và Gia Đình,244ec245
"Quyền thăm nom của cha, mẹ không trực tiếp nuôi con được quy định như thế nào?",Luật Hôn Nhân Và Gia Đình,244ec245
Có thể bị hạn chế quyền thăm nom con trong trường hợp nào không?,Luật Hôn Nhân Và Gia Đình,244ec245
"Cha, mẹ không trực tiếp nuôi con có quyền gì trong việc chăm sóc và giáo dục con sau khi ly hôn?",Luật Hôn Nhân Và Gia Đình,244ec245
"Cha, mẹ trực tiếp nuôi con có quyền gì đối với người không trực tiếp nuôi con sau ly hôn?",Luật Hôn Nhân Và Gia Đình,cfe3306d
Người không trực tiếp nuôi con có nghĩa vụ gì theo Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,cfe3306d
"Có những quyền nào của cha, mẹ trực tiếp nuôi con liên quan đến việc thăm nom con?",Luật Hôn Nhân Và Gia Đình,cfe3306d
Ai không được cản trở trong việc nuôi dưỡng và giáo dục con?,Luật Hôn Nhân Và Gia Đình,cfe3306d
Luật này quy định như thế nào về quyền được nuôi con?,Luật Hôn Nhân Và Gia Đình,cfe3306d
Tòa án có quyền quyết định thay đổi người nuôi con trong trường hợp nào?,Luật Hôn Nhân Và Gia Đình,1e3ae93d
Có những căn cứ nào để thay đổi người trực tiếp nuôi con?,Luật Hôn Nhân Và Gia Đình,1e3ae93d
Nguyện vọng của con có được xem xét khi thay đổi người nuôi không?,Luật Hôn Nhân Và Gia Đình,1e3ae93d
Ai có quyền yêu cầu thay đổi người trực tiếp nuôi con?,Luật Hôn Nhân Và Gia Đình,1e3ae93d
Nếu cả cha mẹ đều không đủ điều kiện nuôi con thì ai sẽ nhận nuôi?,Luật Hôn Nhân Và Gia Đình,1e3ae93d
"Cha, mẹ bị hạn chế quyền đối với con trong những trường hợp nào?",Luật Hôn Nhân Và Gia Đình,f85a0fdc
"Tòa án có thẩm quyền quyết định hạn chế quyền cha, mẹ như thế nào?",Luật Hôn Nhân Và Gia Đình,f85a0fdc
"Thời hạn hạn chế quyền của cha, mẹ đối với con là bao lâu?",Luật Hôn Nhân Và Gia Đình,f85a0fdc
"Có cách nào để rút ngắn thời hạn hạn chế quyền cha, mẹ không?",Luật Hôn Nhân Và Gia Đình,f85a0fdc
"Những hành vi nào của cha, mẹ bị coi là vi phạm nghiêm trọng quyền nuôi dưỡng con?",Luật Hôn Nhân Và Gia Đình,f85a0fdc
Ai có quyền yêu cầu Tòa án hạn chế quyền của cha mẹ đối với con chưa thành niên?,Luật Hôn Nhân Và Gia Đình,f8d760bc
Ai là người thân thích có thể yêu cầu Tòa án trong trường hợp này?,Luật Hôn Nhân Và Gia Đình,f8d760bc
Cơ quan nào có thẩm quyền yêu cầu hạn chế quyền của cha mẹ đối với con chưa thành niên?,Luật Hôn Nhân Và Gia Đình,f8d760bc
Có những tổ chức nào khác có quyền đề nghị Tòa án hạn chế quyền của cha mẹ?,Luật Hôn Nhân Và Gia Đình,f8d760bc
"Cha, mẹ nào bị vi phạm quyền có thể bị yêu cầu hạn chế?",Luật Hôn Nhân Và Gia Đình,f8d760bc
Hậu quả pháp lý khi một trong cha mẹ bị hạn chế quyền với con chưa thành niên là gì?,Luật Hôn Nhân Và Gia Đình,7077e01f
Ai sẽ thực hiện quyền nuôi dưỡng và chăm sóc con khi cha hoặc mẹ bị hạn chế quyền?,Luật Hôn Nhân Và Gia Đình,7077e01f
Trong trường hợp nào sẽ có người giám hộ cho con chưa thành niên?,Luật Hôn Nhân Và Gia Đình,7077e01f
Cha hoặc mẹ bị hạn chế quyền có phải thực hiện nghĩa vụ cấp dưỡng cho con không?,Luật Hôn Nhân Và Gia Đình,7077e01f
Điều kiện nào để một bên cha mẹ không bị hạn chế quyền không đủ khả năng thực hiện nghĩa vụ với con?,Luật Hôn Nhân Và Gia Đình,7077e01f
Con sinh ra trong thời kỳ hôn nhân có được coi là con chung của vợ chồng không?,Luật Hôn Nhân Và Gia Đình,88843b74
Thời gian bao lâu sau khi chấm dứt hôn nhân thì con vẫn được coi là con chung?,Luật Hôn Nhân Và Gia Đình,88843b74
Con sinh ra trước khi đăng ký kết hôn có được thừa nhận là con chung không?,Luật Hôn Nhân Và Gia Đình,88843b74
"Nếu cha, mẹ không thừa nhận con thì cần có những bằng chứng gì?",Luật Hôn Nhân Và Gia Đình,88843b74
"Ai sẽ xác định cha, mẹ trong trường hợp không có sự thừa nhận?",Luật Hôn Nhân Và Gia Đình,88843b74
Ai có quyền yêu cầu Tòa án xác định một người là con của mình?,Luật Hôn Nhân Và Gia Đình,f2efa9fd
Người nào có thể yêu cầu Tòa án xác định không phải là con của họ?,Luật Hôn Nhân Và Gia Đình,f2efa9fd
Tòa án sẽ xem xét yêu cầu xác định con trong trường hợp nào?,Luật Hôn Nhân Và Gia Đình,f2efa9fd
Có cần chứng minh điều gì khi yêu cầu xác định con qua Tòa án không?,Luật Hôn Nhân Và Gia Đình,f2efa9fd
Luật nào quy định về việc xác định con trong hôn nhân và gia đình?,Luật Hôn Nhân Và Gia Đình,f2efa9fd
"Con có quyền nhận cha mẹ của mình không, kể cả khi họ đã chết?",Luật Hôn Nhân Và Gia Đình,f9b6f23a
Có phải con đã thành niên có thể nhận cha mà không cần sự đồng ý của mẹ không?,Luật Hôn Nhân Và Gia Đình,f9b6f23a
"Nếu con nhận mẹ, có cần sự đồng ý của cha không?",Luật Hôn Nhân Và Gia Đình,f9b6f23a
Quyền nhận cha mẹ bao gồm những ai?,Luật Hôn Nhân Và Gia Đình,f9b6f23a
Liệu quyền nhận cha mẹ có thay đổi khi một trong hai người đã qua đời?,Luật Hôn Nhân Và Gia Đình,f9b6f23a
Ai có quyền nhận con theo Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,b94ca499
Quy định về quyền nhận con trong trường hợp cha mẹ đã ly hôn là gì?,Luật Hôn Nhân Và Gia Đình,b94ca499
Nếu một người có vợ hoặc chồng thì họ có cần sự đồng ý của người kia khi nhận con không?,Luật Hôn Nhân Và Gia Đình,b94ca499
Quyền nhận con có áp dụng cho trường hợp con đã chết không?,Luật Hôn Nhân Và Gia Đình,b94ca499
Các điều kiện nào cần thiết để nhận con theo quy định của Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,b94ca499
"Nếu người yêu cầu xác định cha, mẹ, con qua đời thì ai có quyền yêu cầu Tòa án giải quyết?",Luật Hôn Nhân Và Gia Đình,40d7d24b
"Quy trình nào sẽ diễn ra khi người yêu cầu xác định cha, mẹ, con đã chết?",Luật Hôn Nhân Và Gia Đình,40d7d24b
"Tòa án có thể thực hiện việc xác định cha, mẹ, con trong trường hợp nào?",Luật Hôn Nhân Và Gia Đình,40d7d24b
"Thời gian giải quyết yêu cầu xác định cha, mẹ, con trong trường hợp người yêu cầu chết là bao lâu?",Luật Hôn Nhân Và Gia Đình,40d7d24b
Có cần bổ sung tài liệu gì không khi người yêu cầu xác định đã qua đời?,Luật Hôn Nhân Và Gia Đình,40d7d24b
"Điều nào trong Luật Hôn Nhân và Gia Đình quy định về xác định cha, mẹ khi sinh con bằng kỹ thuật hỗ trợ sinh sản?",Luật Hôn Nhân Và Gia Đình,1480de90
Ai được công nhận là mẹ khi một phụ nữ sống độc thân sinh con bằng kỹ thuật hỗ trợ sinh sản?,Luật Hôn Nhân Và Gia Đình,1480de90
"Việc sinh con bằng kỹ thuật hỗ trợ sinh sản có ảnh hưởng đến quan hệ cha, mẹ và con hay không?",Luật Hôn Nhân Và Gia Đình,1480de90
"Xác định cha, mẹ trong trường hợp mang thai hộ vì mục đích nhân đạo được quy định ở điều nào?",Luật Hôn Nhân Và Gia Đình,1480de90
"Người cho tinh trùng, cho noãn, cho phôi có quan hệ gì với đứa con được sinh ra không?",Luật Hôn Nhân Và Gia Đình,1480de90
Ai là cha mẹ trong trường hợp mang thai hộ vì mục đích nhân đạo?,Luật Hôn Nhân Và Gia Đình,3b7589f3
Khi nào con được xác định là con chung của vợ chồng nhờ mang thai hộ?,Luật Hôn Nhân Và Gia Đình,3b7589f3
Con sinh ra từ mang thai hộ có được công nhận là con hợp pháp không?,Luật Hôn Nhân Và Gia Đình,3b7589f3
Điều gì xảy ra với quyền nuôi dưỡng con trong trường hợp mang thai hộ?,Luật Hôn Nhân Và Gia Đình,3b7589f3
Có yêu cầu gì về pháp lý khi thực hiện mang thai hộ vì mục đích nhân đạo không?,Luật Hôn Nhân Và Gia Đình,3b7589f3
Điều kiện nào để vợ chồng có thể nhờ người mang thai hộ?,Luật Hôn Nhân Và Gia Đình,04868edf
Người mang thai hộ cần đáp ứng những yêu cầu gì?,Luật Hôn Nhân Và Gia Đình,04868edf
Việc mang thai hộ vì mục đích nhân đạo có cần văn bản không?,Luật Hôn Nhân Và Gia Đình,04868edf
Có phải tất cả vợ chồng đều có quyền nhờ mang thai hộ không?,Luật Hôn Nhân Và Gia Đình,04868edf
Người mang thai hộ có cần sự đồng ý của chồng không?,Luật Hôn Nhân Và Gia Đình,04868edf
Thỏa thuận về mang thai hộ vì mục đích nhân đạo cần có những nội dung gì cơ bản?,Luật Hôn Nhân Và Gia Đình,bd9fb543
Có cần công chứng cho thỏa thuận mang thai hộ không?,Luật Hôn Nhân Và Gia Đình,bd9fb543
Nếu bên nhờ mang thai hộ ủy quyền cho người khác thì có giá trị pháp lý không?,Luật Hôn Nhân Và Gia Đình,bd9fb543
Ai là người có thẩm quyền xác nhận thỏa thuận mang thai hộ với cơ sở y tế?,Luật Hôn Nhân Và Gia Đình,bd9fb543
Những quyền và nghĩa vụ nào được quy định trong thỏa thuận mang thai hộ?,Luật Hôn Nhân Và Gia Đình,bd9fb543
Người mang thai hộ có quyền gì trong việc chăm sóc sức khỏe sinh sản?,Luật Hôn Nhân Và Gia Đình,36d186a0
Bên mang thai hộ có quyền yêu cầu gì từ bên nhờ mang thai hộ?,Luật Hôn Nhân Và Gia Đình,36d186a0
Người mang thai hộ có được hưởng chế độ thai sản không?,Luật Hôn Nhân Và Gia Đình,36d186a0
"Nếu bên nhờ mang thai hộ từ chối nhận con, bên mang thai hộ có quyền gì?",Luật Hôn Nhân Và Gia Đình,36d186a0
Người mang thai hộ cần tuân thủ quy định nào về thăm khám trong quá trình mang thai?,Luật Hôn Nhân Và Gia Đình,36d186a0
Bên nhờ mang thai hộ có nghĩa vụ gì về chi phí chăm sóc sức khỏe không?,Luật Hôn Nhân Và Gia Đình,71f8b1f9
Quyền lợi gì của bên nhờ mang thai hộ liên quan đến con khi sinh ra?,Luật Hôn Nhân Và Gia Đình,71f8b1f9
Nếu bên nhờ mang thai hộ không nhận con kịp thời thì sẽ xảy ra điều gì?,Luật Hôn Nhân Và Gia Đình,71f8b1f9
Con sinh ra từ việc mang thai hộ có quyền lợi gì trong gia đình bên nhờ không?,Luật Hôn Nhân Và Gia Đình,71f8b1f9
Bên nhờ mang thai hộ có thể làm gì nếu bên mang thai hộ từ chối giao con?,Luật Hôn Nhân Và Gia Đình,71f8b1f9
Ai là cơ quan có thẩm quyền giải quyết tranh chấp về sinh con bằng kỹ thuật hỗ trợ sinh sản?,Luật Hôn Nhân Và Gia Đình,4cce6ec0
Điều gì xảy ra nếu cả hai vợ chồng nhờ mang thai hộ tử vong trước khi giao đứa trẻ?,Luật Hôn Nhân Và Gia Đình,4cce6ec0
Bên nào có quyền nhận nuôi đứa trẻ trong trường hợp bên nhờ mang thai hộ chết?,Luật Hôn Nhân Và Gia Đình,4cce6ec0
"Nếu bên mang thai hộ không muốn nuôi đứa trẻ, ai sẽ giám hộ và cấp dưỡng?",Luật Hôn Nhân Và Gia Đình,4cce6ec0
Có quy định nào liên quan đến việc mang thai hộ vì mục đích nhân đạo không?,Luật Hôn Nhân Và Gia Đình,4cce6ec0
Những hành vi nào liên quan đến sinh con bằng kỹ thuật hỗ trợ sinh sản có thể bị xử lý theo Luật Hôn Nhân Và Gia Đình?,Luật Hôn Nhân Và Gia Đình,0702549a
Các bên vi phạm quyền và nghĩa vụ về mang thai hộ sẽ bị xử lý như thế nào?,Luật Hôn Nhân Và Gia Đình,0702549a
Xử lý vi phạm trong quan hệ sinh con bằng kỹ thuật hỗ trợ sinh sản phụ thuộc vào điều kiện gì?,Luật Hôn Nhân Và Gia Đình,0702549a
Có những hình thức xử lý nào được áp dụng cho hành vi vi phạm trong lĩnh vực này?,Luật Hôn Nhân Và Gia Đình,0702549a
