law_content,generated_question,rag_answer_llm,generated_answer,document
"1. Cha, mẹ bị hạn chế quyền đối với con chưa thành niên trong các trường hợp sau đây: a) Bị kết án về một trong các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con với lỗi cố ý hoặc có hành vi vi phạm nghiêm trọng nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con; b) Phá tán tài sản của con; c) Có lối sống đồi trụy; d) Xúi giục, ép buộc con làm những việc trái pháp luật, trái đạo đức xã hội. 2. Căn cứ vào từng trường hợp cụ thể, Tòa án có thể tự mình hoặc theo yêu cầu của cá nhân, cơ quan, tổ chức quy định tại Điều 86 của Luật này ra quyết định không cho cha, mẹ trông nom, chăm sóc, giáo dục con, quản lý tài sản riêng của con hoặc đại diện theo pháp luật cho con trong thời hạn từ 01 năm đến 05 năm. Tòa án có thể xem xét việc rút ngắn thời hạn này. ",Trong trường hợp nào cha mẹ bị hạn chế quyền đối với con chưa thành niên theo Luật Hôn Nhân và Gia Đình?,"Không, tòa án có thể mỗi trường hợp cụ thể;Tòa án có thể xem xét việc rút ngắn thời hạn này.","Cha, mẹ bị hạn chế quyền đối với con chưa thành niên trong các trường hợp sau: a) Bị kết án về một trong các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con với lỗi cố ý hoặc có hành vi vi phạm nghiêm trọng nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con; b) Phá tán tài sản của con; c) Có lối sống đồi trụy; d) Xúi giục, ép buộc con làm những việc trái pháp luật, trái đạo đức xã hội.",f85a0fdc
1. Nghĩa vụ cấp dưỡng tuân theo pháp luật của nước nơi người yêu cầu cấp dưỡng cư trú. Trường hợp người yêu cầu cấp dưỡng không có nơi cư trú tại Việt Nam thì áp dụng pháp luật của nước nơi người yêu cầu cấp dưỡng là công dân. 2. Cơ quan có thẩm quyền giải quyết đơn yêu cầu cấp dưỡng của người quy định tại khoản 1 Điều này là cơ quan của nước nơi người yêu cầu cấp dưỡng cư trú. ,"Nếu tôi muốn yêu cầu cấp dưỡng từ người thân đang sống ở nước ngoài, luật nào sẽ được áp dụng?",Luật của đất nước nơi cần cư trú.,Nghĩa vụ cấp dưỡng tuân theo pháp luật của nước nơi người yêu cầu cấp dưỡng cư trú. Trường hợp người yêu cầu cấp dưỡng không có nơi cư trú tại Việt Nam thì áp dụng pháp luật của nước nơi người yêu cầu cấp dưỡng là công dân.,fddfb9a0
"1. Trong trường hợp vợ chồng sống chung với gia đình mà ly hôn, nếu tài sản của vợ chồng trong khối tài sản chung của gia đình không xác định được thì vợ hoặc chồng được chia một phần trong khối tài sản chung của gia đình căn cứ vào công sức đóng góp của vợ chồng vào việc tạo lập, duy trì, phát triển khối tài sản chung cũng như vào đời sống chung của gia đình. Việc chia một phần trong khối tài sản chung do vợ chồng thỏa thuận với gia đình; nếu không thỏa thuận được thì yêu cầu Tòa án giải quyết. 2. Trong trường hợp vợ chồng sống chung với gia đình mà tài sản của vợ chồng trong khối tài sản chung của gia đình có thể xác định được theo phần thì khi ly hôn, phần tài sản của vợ chồng được trích ra từ khối tài sản chung đó để chia theo quy định tại Điều 59 của Luật này. ","Nếu vợ chồng sống chung với gia đình và ly hôn, nhưng không xác định được tài sản riêng của họ trong khối tài sản chung, thì việc chia tài sản sẽ được giải quyết như thế nào?","Nếu cặp vợ chồng sống với gia đình và ly hôn, quyền sở hữu của cặp vợ chồng được trích xuất từ ​​may mắn, theo Điều 59 của Luật.","Trong trường hợp vợ chồng sống chung với gia đình mà ly hôn, nếu tài sản của vợ chồng trong khối tài sản chung của gia đình không xác định được, vợ hoặc chồng được chia một phần trong khối tài sản chung của gia đình căn cứ vào công sức đóng góp của họ vào việc tạo lập, duy trì, phát triển khối tài sản chung cũng như vào đời sống chung của gia đình. Việc chia tài sản do vợ chồng thỏa thuận với gia đình; nếu không thỏa thuận được thì yêu cầu Tòa án giải quyết.",2067f1b4
"1. Vợ, chồng có quyền, nghĩa vụ thực hiện giao dịch nhằm đáp ứng nhu cầu thiết yếu của gia đình. 2. Trong trường hợp vợ chồng không có tài sản chung hoặc tài sản chung không đủ để đáp ứng nhu cầu thiết yếu của gia đình thì vợ, chồng có nghĩa vụ đóng góp tài sản riêng theo khả năng kinh tế của mỗi bên. ",Vợ chồng có nghĩa vụ gì khi tài sản chung không đủ để đáp ứng nhu cầu thiết yếu của gia đình?,"Trong trường hợp thiếu tài sản chung, cặp vợ chồng có nghĩa vụ đóng góp với tài sản riêng của họ dựa trên năng lực kinh tế của từng bộ phận.","Trong trường hợp vợ chồng không có tài sản chung hoặc tài sản chung không đủ để đáp ứng nhu cầu thiết yếu của gia đình, vợ chồng có nghĩa vụ đóng góp tài sản riêng theo khả năng kinh tế của mỗi bên.",b4d84fed
"1. Thực hiện xóa mù chữ cho người trong độ tuổi theo quy định của pháp luật. 2. Đào tạo, bồi dưỡng nâng cao năng lực làm việc; cập nhật, bổ sung kiến thức, kỹ năng cần thiết trong cuộc sống cho mọi người; tạo cơ hội cho người có nhu cầu học tập nâng cao trình độ học vấn. ",Giáo dục thường xuyên có nhiệm vụ gì đối với người dân?,Nhiệm vụ giáo dục thường xuyên cho mọi người là liên tục học tập và học tập vĩnh viễn để thúc đẩy khả năng cá nhân;Tính cách hoàn hảo;mở rộng sự hiểu biết của họ;cải thiện giáo dục;chuyên môn và hoạt động để tìm việc làm;Tạo việc làm và thích nghi với đời sống xã hội;Đóng góp cho việc xây dựng một công ty học tập.,"Giáo dục thường xuyên có nhiệm vụ thực hiện xóa mù chữ cho người trong độ tuổi theo quy định của pháp luật, đào tạo, bồi dưỡng nâng cao năng lực làm việc, cập nhật, bổ sung kiến thức, kỹ năng cần thiết trong cuộc sống cho mọi người, và tạo cơ hội cho người có nhu cầu học tập nâng cao trình độ học vấn.",c8eab58e
"1. Kinh doanh vận tải hành khách bằng xe ô tô bao gồm: a) Kinh doanh vận tải hành khách theo tuyến cố định có xác định bến đi, bến đến với lịch trình, hành trình nhất định; b) Kinh doanh vận tải hành khách bằng xe buýt theo tuyến cố định có các điểm dừng đón, trả khách và xe chạy theo biểu đồ vận hành với cự ly, phạm vi hoạt động nhất định; c) Kinh doanh vận tải hành khách bằng xe taxi có lịch trình và hành trình theo yêu cầu của hành khách; cước tính theo đồng hồ tính tiền; d) Kinh doanh vận tải hành khách theo hợp đồng không theo tuyến cố định được thực hiện theo hợp đồng vận tải; đ) Kinh doanh vận tải khách du lịch theo tuyến, chương trình và địa điểm du lịch. 2. Kinh doanh vận tải hàng hóa bằng xe ô tô bao gồm: a) Kinh doanh vận tải hàng hóa thông thường; b) Kinh doanh vận tải hàng hóa bằng xe taxi tải; c) Kinh doanh vận tải hàng hóa siêu trường, siêu trọng; d) Kinh doanh vận tải hàng nguy hiểm. 3. Chính phủ quy định cụ thể về kinh doanh vận tải bằng xe ô tô. ",Kinh doanh vận tải hành khách bằng xe ô tô bao gồm những loại hình nào?,"Các loại hoạt động vận chuyển ô tô trong ô tô bao gồm vận chuyển hành khách trên các tuyến đường cố định, vận chuyển ô tô cho ô tô có tuyến đường cố định, vận chuyển hành khách và xe hơi với một chuyến đi trên một tuyến đường cố định và vận chuyển hành khách bằng xe buýt với chương trình và chuyến đi điều khiển từ xa.","Kinh doanh vận tải hành khách bằng xe ô tô bao gồm: kinh doanh vận tải hành khách theo tuyến cố định, kinh doanh vận tải hành khách bằng xe buýt theo tuyến cố định, kinh doanh vận tải hành khách bằng xe taxi, kinh doanh vận tải hành khách theo hợp đồng không theo tuyến cố định, và kinh doanh vận tải khách du lịch theo tuyến, chương trình và địa điểm du lịch.",e3ef6bec
"1. Nhà đầu tư thực hiện hoạt động đầu tư trong lĩnh vực giáo dục bao gồm: a) Nhà đầu tư trong nước là cá nhân có quốc tịch Việt Nam, tổ chức được thành lập theo pháp luật Việt Nam; b) Nhà đầu tư nước ngoài là cá nhân có quốc tịch nước ngoài, tổ chức thành lập theo pháp luật nước ngoài. 2. Quyền và trách nhiệm của nhà đầu tư được quy định như sau: a) Thông qua kế hoạch phát triển nhà trường theo quy định của pháp luật do hội đồng trường đề xuất; b) Quyết định tổng vốn góp của nhà đầu tư, dự án đầu tư phát triển trường, việc huy động vốn đầu tư (nếu có); phương án sử dụng phần chênh lệch thu, chi hằng năm hoặc phương án xử lý lỗ của nhà trường; thông qua báo cáo tài chính hằng năm; c) Bầu hoặc cử, miễn nhiệm, bãi nhiệm thành viên của hội đồng trường; d) Tổ chức giám sát và đánh giá hoạt động của hội đồng trường; đ) Quyết định ban hành, sửa đổi, bổ sung quy chế tài chính; thông qua nội dung liên quan đến tài chính, tài sản trong quy chế tổ chức và hoạt động của nhà trường; e) Góp vốn đầy đủ, đúng hạn, giám sát việc góp vốn vào nhà trường theo đề án thành lập; g) Xem xét, xử lý vi phạm gây thiệt hại của hội đồng trường theo quy định của pháp luật, quy chế tổ chức và hoạt động của nhà trường; h) Quyết định tổ chức lại, giải thể nhà trường theo quy định của pháp luật; i) Công khai danh sách tổ chức và cá nhân góp vốn đầu tư trên trang thông tin điện tử của nhà trường; k) Nhà đầu tư thành lập trường tư thục hoạt động không vì lợi nhuận được vinh danh về công lao góp vốn đầu tư thành lập, xây dựng và phát triển trường. 3. Nhà đầu tư thành lập cơ sở giáo dục tư thục được lựa chọn một trong các phương thức sau đây: a) Đầu tư thành lập tổ chức kinh tế theo quy định của Luật Đầu tư, Luật Doanh nghiệp để tổ chức kinh tế thành lập cơ sở giáo dục tư thục theo quy định của Luật này; b) Trực tiếp đầu tư thành lập cơ sở giáo dục tư thục theo quy định của Luật này. ",Nhà đầu tư trong lĩnh vực giáo dục bao gồm những đối tượng nào?,"Các môn học là đầu tư vào giáo dục phổ quát và phát triển giáo dục, đầu tư vào giáo dục phổ quát, đầu tư vào giáo dục và ưu tiên đầu tư đầu tư.","Nhà đầu tư trong lĩnh vực giáo dục bao gồm: a) Nhà đầu tư trong nước là cá nhân có quốc tịch Việt Nam, tổ chức được thành lập theo pháp luật Việt Nam; b) Nhà đầu tư nước ngoài là cá nhân có quốc tịch nước ngoài, tổ chức thành lập theo pháp luật nước ngoài.",95354c8a
"1. Trẻ em tại cơ sở giáo dục mầm non có các quyền sau đây: a) Được chăm sóc, nuôi dưỡng, giáo dục theo chương trình giáo dục mầm non do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành; được chăm sóc sức khỏe và bảo vệ theo quy định của Luật Trẻ em và quy định khác của pháp luật có liên quan; b) Được miễn, giảm giá vé đối với các dịch vụ vui chơi, giải trí công cộng. 2. Chính phủ quy định chính sách đối với trẻ em tại cơ sở giáo dục mầm non. ",Trẻ em tại cơ sở giáo dục mầm non có những quyền gì theo Luật Giáo Dục?,Trẻ em có quyền sau: a) từ chăm sóc;Fed và được giáo dục trong bối cảnh chương trình giáo dục mầm non do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành;được điều trị cho sức khỏe và bảo vệ theo luật của trẻ em và các quy định khác của luật liên quan;b) Tỷ lệ miễn trừ và chiết khấu cho các dịch vụ giải trí và giải trí công cộng.,"Trẻ em tại cơ sở giáo dục mầm non có các quyền sau: được chăm sóc, nuôi dưỡng, giáo dục theo chương trình giáo dục mầm non do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành; được chăm sóc sức khỏe và bảo vệ theo quy định của Luật Trẻ em và các quy định khác của pháp luật có liên quan; được miễn, giảm giá vé đối với các dịch vụ vui chơi, giải trí công cộng.",8aed8c41
"1. Sách giáo khoa giáo dục phổ thông được quy định như sau: a) Sách giáo khoa triển khai chương trình giáo dục phổ thông, cụ thể hóa yêu cầu của chương trình giáo dục phổ thông về mục tiêu, nội dung giáo dục, yêu cầu về phẩm chất và năng lực của học sinh; định hướng về phương pháp giảng dạy và cách thức kiểm tra, đánh giá chất lượng giáo dục; nội dung và hình thức sách giáo khoa không mang định kiến dân tộc, tôn giáo, nghề nghiệp, giới, lứa tuổi và địa vị xã hội; sách giáo khoa thể hiện dưới dạng sách in, sách chữ nổi Braille, sách điện tử; b) Mỗi môn học có một hoặc một số sách giáo khoa; thực hiện xã hội hóa việc biên soạn sách giáo khoa; việc xuất bản sách giáo khoa thực hiện theo quy định của pháp luật; c) Ủy ban nhân dân cấp tỉnh quyết định việc lựa chọn sách giáo khoa sử dụng ổn định trong cơ sở giáo dục phổ thông trên địa bàn theo quy định của Bộ trưởng Bộ Giáo dục và Đào tạo; d) Tài liệu giáo dục địa phương do Ủy ban nhân dân cấp tỉnh tổ chức biên soạn đáp ứng nhu cầu và phù hợp với đặc điểm của địa phương, được hội đồng thẩm định cấp tỉnh thẩm định và Bộ trưởng Bộ Giáo dục và Đào tạo phê duyệt. 2. Hội đồng quốc gia thẩm định sách giáo khoa do Bộ trưởng Bộ Giáo dục và Đào tạo thành lập theo từng môn học, hoạt động giáo dục ở từng cấp học để thẩm định sách giáo khoa. Hội đồng gồm nhà giáo, cán bộ quản lý giáo dục, nhà khoa học có kinh nghiệm, uy tín về giáo dục và đại diện cơ quan, tổ chức có liên quan. Hội đồng phải có ít nhất một phần ba tổng số thành viên là nhà giáo đang giảng dạy ở cấp học tương ứng. Hội đồng và thành viên Hội đồng phải chịu trách nhiệm về nội dung và chất lượng thẩm định. 3. Bộ trưởng Bộ Giáo dục và Đào tạo chịu trách nhiệm về sách giáo khoa giáo dục phổ thông; phê duyệt sách giáo khoa để sử dụng trong cơ sở giáo dục phổ thông sau khi được Hội đồng quốc gia thẩm định sách giáo khoa thẩm định; quy định tiêu chuẩn, quy trình biên soạn, chỉnh sửa sách giáo khoa giáo dục phổ thông; quy định việc lựa chọn sách giáo khoa trong cơ sở giáo dục phổ thông; quy định nhiệm vụ, quyền hạn, phương thức hoạt động, tiêu chuẩn, số lượng và cơ cấu thành viên của Hội đồng quốc gia thẩm định sách giáo khoa và hội đồng thẩm định cấp tỉnh. 4. Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định việc thành lập hội đồng thẩm định cấp tỉnh thẩm định tài liệu giáo dục địa phương. ",Ai là người chịu trách nhiệm phê duyệt sách giáo khoa để sử dụng trong các cơ sở giáo dục phổ thông?,Bộ trưởng Bộ Giáo dục và Đào tạo,Bộ trưởng Bộ Giáo dục và Đào tạo chịu trách nhiệm về sách giáo khoa giáo dục phổ thông và phê duyệt sách giáo khoa để sử dụng trong cơ sở giáo dục phổ thông sau khi được Hội đồng quốc gia thẩm định sách giáo khoa thẩm định.,f93b7fdb
"1. Đầu tư cho giáo dục là đầu tư phát triển. Đầu tư trong lĩnh vực giáo dục là hoạt động đầu tư thuộc ngành, nghề đầu tư kinh doanh có điều kiện và được ưu đãi, hỗ trợ đầu tư theo quy định của pháp luật. 2. Nhà nước ưu tiên đầu tư và thu hút các nguồn đầu tư khác cho giáo dục; ưu tiên đầu tư cho phổ cập giáo dục, phát triển giáo dục ở miền núi, hải đảo, vùng đồng bào dân tộc thiểu số, vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn, địa bàn có khu công nghiệp. Nhà nước khuyến khích và bảo hộ các quyền, lợi ích hợp pháp của tổ chức, cá nhân trong nước, người Việt Nam định cư ở nước ngoài, tổ chức, cá nhân nước ngoài đầu tư cho giáo dục. 3. Ngân sách nhà nước giữ vai trò chủ đạo trong tổng nguồn lực đầu tư cho giáo dục. ",Nhà nước có chính sách ưu tiên đầu tư cho giáo dục ở những khu vực nào?,Đầu tư vào giáo dục là đầu tư phát triển.,"Nhà nước ưu tiên đầu tư cho phổ cập giáo dục, phát triển giáo dục ở miền núi, hải đảo, vùng đồng bào dân tộc thiểu số, vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn, địa bàn có khu công nghiệp.",73d171d2
"1. Trong giao dịch với người thứ ba ngay tình thì vợ, chồng là người đứng tên tài khoản ngân hàng, tài khoản chứng khoán được coi là người có quyền xác lập, thực hiện giao dịch liên quan đến tài sản đó. 2. Trong giao dịch với người thứ ba ngay tình thì vợ, chồng đang chiếm hữu động sản mà theo quy định của pháp luật không phải đăng ký quyền sở hữu được coi là người có quyền xác lập, thực hiện giao dịch liên quan đến tài sản đó trong trường hợp Bộ luật dân sự có quy định về việc bảo vệ người thứ ba ngay tình. ","Nếu vợ hoặc chồng đứng tên tài khoản ngân hàng hoặc tài khoản chứng khoán, họ có quyền thực hiện giao dịch liên quan đến tài sản đó không?","Có, nếu người phối ngẫu thay mặt cho tài khoản ngân hàng hoặc tài khoản, họ có quyền thực hiện các giao dịch liên quan đến tài sản này.","Theo Luật Hôn Nhân Và Gia Đình, trong giao dịch với người thứ ba ngay tình, vợ hoặc chồng là người đứng tên tài khoản ngân hàng, tài khoản chứng khoán được coi là người có quyền xác lập, thực hiện giao dịch liên quan đến tài sản đó.",f57e49dc
"1. Người bị cưỡng ép kết hôn, bị lừa dối kết hôn, theo quy định của pháp luật về tố tụng dân sự, có quyền tự mình yêu cầu hoặc đề nghị cá nhân, tổ chức quy định tại khoản 2 Điều này yêu cầu Tòa án hủy việc kết hôn trái pháp luật do việc kết hôn vi phạm quy định tại điểm b khoản 1 Điều 8 của Luật này. 2. Cá nhân, cơ quan, tổ chức sau đây, theo quy định của pháp luật về tố tụng dân sự, có quyền yêu cầu Tòa án hủy việc kết hôn trái pháp luật do việc kết hôn vi phạm quy định tại các điểm a, c và d khoản 1 Điều 8 của Luật này: a) Vợ, chồng của người đang có vợ, có chồng mà kết hôn với người khác; cha, mẹ, con, người giám hộ hoặc người đại diện theo pháp luật khác của người kết hôn trái pháp luật; b) Cơ quan quản lý nhà nước về gia đình; c) Cơ quan quản lý nhà nước về trẻ em; d) Hội liên hiệp phụ nữ. 3. Cá nhân, cơ quan, tổ chức khác khi phát hiện việc kết hôn trái pháp luật thì có quyền đề nghị cơ quan, tổ chức quy định tại các điểm b, c và d khoản 2 Điều này yêu cầu Tòa án hủy việc kết hôn trái pháp luật. ",Ai có quyền yêu cầu Tòa án hủy việc kết hôn trái pháp luật?,Những người bị buộc phải kết hôn;bị lừa dối trong hôn nhân;tuân thủ luật về tố tụng dân sự;Họ có quyền yêu cầu hoặc yêu cầu các cá nhân và tổ chức trong khoản 2 của bài viết này.,"Theo Luật Hôn Nhân Và Gia Đình, người bị cưỡng ép kết hôn, bị lừa dối kết hôn có quyền tự mình yêu cầu hoặc đề nghị cá nhân, tổ chức như vợ, chồng, cha, mẹ, con, người giám hộ, cơ quan quản lý nhà nước về gia đình, cơ quan quản lý nhà nước về trẻ em, Hội liên hiệp phụ nữ yêu cầu Tòa án hủy việc kết hôn trái pháp luật.",6acc6cf8
Trong trường hợp vợ chồng có thỏa thuận về việc một bên đưa tài sản chung vào kinh doanh thì người này có quyền tự mình thực hiện giao dịch liên quan đến tài sản chung đó. Thỏa thuận này phải lập thành văn bản. ,"Nếu vợ hoặc chồng muốn đưa tài sản chung vào kinh doanh, họ cần làm gì để đảm bảo hợp pháp?","Nó phải tham gia vào một thỏa thuận về thực tế là một phần đặt quyền sở hữu chung trong doanh nghiệp, để đảm bảo rằng tài sản chung này được thực hiện.","Trong trường hợp vợ chồng có thỏa thuận về việc một bên đưa tài sản chung vào kinh doanh, thỏa thuận này phải được lập thành văn bản. Người được thỏa thuận có quyền tự mình thực hiện giao dịch liên quan đến tài sản chung đó.",547a5091
"1. Trên đường không phân chia thành hai chiều xe chạy riêng biệt, hai xe đi ngược chiều tránh nhau, người điều khiển phải giảm tốc độ và cho xe đi về bên phải theo chiều xe chạy của mình. 2. Các trường hợp nhường đường khi tránh nhau quy định như sau: a) Nơi đường hẹp chỉ đủ cho một xe chạy và có chỗ tránh xe thì xe nào ở gần chỗ tránh hơn phải vào vị trí tránh, nhường đường cho xe kia đi; b) Xe xuống dốc phải nhường đường cho xe đang lên dốc; c) Xe nào có chướng ngại vật phía trước phải nhường đường cho xe không có chướng ngại vật đi trước. 3. Xe cơ giới đi ngược chiều gặp nhau không được dùng đèn chiếu xa. ","Khi hai xe đi ngược chiều trên đường không phân chia thành hai chiều xe chạy riêng biệt, tôi cần làm gì để tránh nhau?","Hai máy phải chậm lại và rời khỏi nơi, với người vận hành phải chậm lại và để chiếc xe kia kết thúc.","Khi hai xe đi ngược chiều trên đường không phân chia thành hai chiều xe chạy riêng biệt, người điều khiển phải giảm tốc độ và cho xe đi về bên phải theo chiều xe chạy của mình.",0ed53793
"1. Nhà nước có chính sách, biện pháp bảo hộ hôn nhân và gia đình, tạo điều kiện để nam, nữ xác lập hôn nhân tự nguyện, tiến bộ, một vợ một chồng, vợ chồng bình đẳng; xây dựng gia đình ấm no, tiến bộ, hạnh phúc và thực hiện đầy đủ chức năng của mình; tăng cường tuyên truyền, phổ biến, giáo dục pháp luật về hôn nhân và gia đình; vận động nhân dân xóa bỏ phong tục, tập quán lạc hậu về hôn nhân và gia đình, phát huy truyền thống, phong tục, tập quán tốt đẹp thể hiện bản sắc của mỗi dân tộc. 2. Chính phủ thống nhất quản lý nhà nước về hôn nhân và gia đình. Các bộ, cơ quan ngang bộ thực hiện quản lý nhà nước về hôn nhân và gia đình theo sự phân công của Chính phủ. Ủy ban nhân dân các cấp và các cơ quan khác thực hiện quản lý nhà nước về hôn nhân và gia đình theo quy định của pháp luật. 3. Cơ quan, tổ chức có trách nhiệm giáo dục, vận động cán bộ, công chức, viên chức, người lao động, các thành viên của mình và mọi công dân xây dựng gia đình văn hóa; kịp thời hòa giải mâu thuẫn trong gia đình, bảo vệ quyền, lợi ích hợp pháp của các thành viên gia đình. Nhà trường phối hợp với gia đình trong việc giáo dục, tuyên truyền, phổ biến pháp luật về hôn nhân và gia đình cho thế hệ trẻ. ",Nhà nước có những chính sách gì để bảo vệ hôn nhân và gia đình?,"Nhà nước có trách nhiệm nhà nước về hôn nhân và gia đình, thúc đẩy truyền thống, phong tục và thực tiễn tốt để thể hiện bản sắc của mỗi quốc gia.","Nhà nước có chính sách, biện pháp bảo hộ hôn nhân và gia đình, tạo điều kiện để nam, nữ xác lập hôn nhân tự nguyện, tiến bộ, một vợ một chồng, vợ chồng bình đẳng; xây dựng gia đình ấm no, tiến bộ, hạnh phúc và thực hiện đầy đủ chức năng của mình. Nhà nước cũng tăng cường tuyên truyền, phổ biến, giáo dục pháp luật về hôn nhân và gia đình, vận động nhân dân xóa bỏ phong tục, tập quán lạc hậu và phát huy truyền thống, phong tục, tập quán tốt đẹp thể hiện bản sắc của mỗi dân tộc.",673a834b
"Trong trường hợp không còn cha mẹ hoặc cha mẹ không có khả năng lao động và không có tài sản để cấp dưỡng cho con thì anh, chị đã thành niên không sống chung với em có nghĩa vụ cấp dưỡng cho em chưa thành niên không có tài sản để tự nuôi mình hoặc em đã thành niên không có khả năng lao động và không có tài sản để tự nuôi mình; em đã thành niên không sống chung với anh, chị có nghĩa vụ cấp dưỡng cho anh, chị không có khả năng lao động và không có tài sản để tự nuôi mình. ","Trong trường hợp nào thì anh, chị có nghĩa vụ cấp dưỡng cho em mình theo Luật Hôn Nhân và Gia Đình?","Vâng, bạn có nghĩa vụ phải hỗ trợ em trai của bạn dựa trên luật hôn nhân và gia đình.","Theo Luật Hôn Nhân và Gia Đình, anh, chị đã thành niên không sống chung với em có nghĩa vụ cấp dưỡng cho em chưa thành niên không có tài sản để tự nuôi mình hoặc em đã thành niên không có khả năng lao động và không có tài sản để tự nuôi mình trong trường hợp không còn cha mẹ hoặc cha mẹ không có khả năng lao động và không có tài sản để cấp dưỡng cho con.",a114ebfe
"1. Cơ quan đăng ký hộ tịch Việt Nam có thẩm quyền giải quyết việc xác định cha, mẹ, con mà không có tranh chấp giữa công dân Việt Nam với người nước ngoài, giữa công dân Việt Nam với nhau mà ít nhất một bên định cư ở nước ngoài, giữa người nước ngoài với nhau mà ít nhất một bên thường trú tại Việt Nam theo quy định của pháp luật về hộ tịch. 2. Tòa án có thẩm quyền của Việt Nam giải quyết việc xác định cha, mẹ, con có yếu tố nước ngoài đối với trường hợp quy định tại khoản 2 Điều 88, Điều 89, Điều 90, khoản 1, khoản 5 Điều 97, khoản 3, khoản 5 Điều 98 và Điều 99 của Luật này; các trường hợp khác có tranh chấp. ","Trường hợp nào cần phải đến Tòa án để xác định cha, mẹ, con có yếu tố nước ngoài?","Tại tòa án, cơ quan ghi âm địa vị dân sự nên giải quyết việc xác định cha, mẹ và con trai với các yếu tố nước ngoài để đảm bảo tính hợp pháp của cuộc hôn nhân và hợp đồng của cha, mẹ và con trai với các yếu tố nước ngoài.","Tòa án có thẩm quyền của Việt Nam giải quyết việc xác định cha, mẹ, con có yếu tố nước ngoài đối với các trường hợp quy định tại khoản 2 Điều 88, Điều 89, Điều 90, khoản 1, khoản 5 Điều 97, khoản 3, khoản 5 Điều 98 và Điều 99 của Luật Hôn Nhân Và Gia Đình; các trường hợp khác có tranh chấp.",3136fc57
"Cha mẹ phải bồi thường thiệt hại do con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự gây ra theo quy định của Bộ luật dân sự. ",Cha mẹ có phải bồi thường thiệt hại do con cái gây ra không?,"Vâng, cha mẹ phải bồi thường cho các thiệt hại do trẻ em gây ra.","Theo Luật Hôn Nhân Và Gia Đình, cha mẹ phải bồi thường thiệt hại do con chưa thành niên hoặc con đã thành niên nhưng mất năng lực hành vi dân sự gây ra, theo quy định của Bộ luật dân sự.",227bb762
"Học sinh, sinh viên được hưởng chế độ miễn, giảm giá vé khi sử dụng các dịch vụ công cộng về giao thông, giải trí, tham quan viện bảo tàng, di tích lịch sử, công trình văn hóa theo quy định của Chính phủ. ","Học sinh, sinh viên có được hưởng chế độ miễn, giảm giá vé khi sử dụng dịch vụ công cộng không?","Có, sinh viên được quyền miễn và giảm tỷ lệ khi sử dụng các dịch vụ giao thông công cộng;sự giải trí;Bảo tàng khi ghé thăm;di tích lịch sử;Công trình văn hóa theo quy định của chính phủ.","Học sinh, sinh viên được hưởng chế độ miễn, giảm giá vé khi sử dụng các dịch vụ công cộng về giao thông, giải trí, tham quan viện bảo tàng, di tích lịch sử, công trình văn hóa theo quy định của Chính phủ.",c5813216
